id,journal_text,ambience_type,duration_min,sleep_hours,energy_level,stress_level,time_of_day,previous_day_mood,face_emotion_hint,reflection_quality,emotional_state,intensity,clean_text,word_count,char_count,is_short,signal_conflict,was_negative_yesterday,stress_energy_gap
757,During teh session not sure what changed. Then it shifted it was fine.,forest,5,6.0,4,5,morning,restless,calm_face,conflicted,focused,2,teh session not sure changed shifted fine,13,70,0,0,1,1
758,"By the end felt lighter, not fully though.",forest,18,5.0,2,4,morning,focused,tense_face,vague,neutral,5,end felt lighter not fully though,8,42,0,0,0,2
759,"some peace, some noise in head",forest,12,6.0,4,4,night,calm,neutral_face,conflicted,calm,3,peace noise head,6,30,0,0,0,0
760,honestly not much change,forest,12,8.0,3,3,night,calm,tense_face,clear,focused,2,honestly not much change,4,24,1,0,0,0
761,kept thinking about work,rain,15,6.0,2,3,evening,neutral,tense_face,vague,neutral,4,kept thinking work,4,24,1,0,0,1
762,could focus for a while,rain,15,8.0,2,1,evening,neutral,neutral_face,conflicted,overwhelmed,3,could focus,5,23,1,0,0,-1
763,At first could focus for a while. After some time breathing slowed down.,mountain,30,5.0,3,2,morning,neutral,none,vague,overwhelmed,3,first could focus time breathing slowed,13,72,0,0,0,-1
764,At first breathing slowed down. ...,mountain,5,4.0,1,2,afternoon,overwhelmed,tired_face,conflicted,overwhelmed,4,first breathing slowed,6,35,0,0,1,1
765,Honestly helped me plan my day. Later it changed breathing slowed down.,mountain,8,6.0,5,1,night,overwhelmed,happy_face,vague,restless,1,honestly helped plan day later changed breathing slowed,12,71,0,0,1,-4
766,got distracted again,ocean,10,4.0,5,1,night,calm,calm_face,clear,mixed,5,got distracted,3,20,1,0,0,-4
767,by the end kinda calm now.,cafe,20,5.0,3,4,afternoon,restless,calm_face,vague,restless,3,end kinda calm,6,26,0,0,1,1
768,For some reason felt better after a bit.,ocean,18,8.0,2,2,morning,calm,calm_face,clear,neutral,5,reason felt better bit,8,40,0,0,0,0
769,During the session okay session. After some time it was fine.,cafe,15,7.0,1,4,afternoon,overwhelmed,happy_face,clear,calm,5,session okay session time fine,11,61,0,1,1,3
770,felt better after a bit,mountain,10,5.0,5,3,afternoon,neutral,neutral_face,conflicted,mixed,1,felt better bit,5,23,1,0,0,-2
771,At first kept thinking about work.,mountain,20,7.0,1,4,afternoon,restless,happy_face,vague,mixed,2,first kept thinking work,6,34,0,1,1,3
772,Honestly felt heavy. After some time could focus for a while.,ocean,25,6.0,5,4,morning,focused,neutral_face,clear,mixed,5,honestly felt heavy time could focus,11,61,0,0,0,-1
773,At first felt heavy.,forest,30,7.0,4,3,afternoon,neutral,happy_face,clear,restless,2,first felt heavy,4,20,1,0,0,-1
774,"honestly some peace, some noise in head.",rain,5,7.0,2,4,night,restless,calm_face,conflicted,calm,4,honestly peace noise head,7,40,0,0,1,2
775,back to normal after ...,cafe,12,5.0,3,4,evening,focused,none,conflicted,overwhelmed,5,back normal,5,24,1,0,0,1
776,not sure what changed ...,ocean,18,6.0,4,4,evening,mixed,calm_face,vague,overwhelmed,1,not sure changed,5,25,1,0,1,0
777,For some reason helped me plan my day.,rain,15,7.0,1,3,evening,restless,calm_face,vague,restless,2,reason helped plan day,8,38,0,0,1,2
778,okay session,mountain,8,6.0,2,2,afternoon,neutral,none,conflicted,mixed,1,okay session,2,12,1,0,0,0
779,"At first honestly not much change. After some time some peace, some noise in head.",mountain,5,5.0,5,2,afternoon,calm,none,clear,focused,1,first honestly not much change time peace noise head,15,82,0,0,0,-3
780,"felt lighter, not fully though",ocean,20,5.0,3,1,evening,overwhelmed,tired_face,clear,restless,4,felt lighter not fully though,5,30,1,0,1,-2
781,not sure what changed,ocean,25,7.0,5,5,morning,overwhelmed,none,vague,calm,1,not sure changed,4,21,1,0,1,0
782,For some reason not sure what changed.,rain,5,5.0,4,2,morning,restless,none,vague,neutral,2,reason not sure changed,7,38,0,0,1,-2
783,I guess breathing slowed down.,mountain,5,8.0,2,3,evening,restless,neutral_face,conflicted,neutral,5,guess breathing slowed,5,30,1,0,1,1
784,For some reason back to normal after.,cafe,20,4.0,4,1,evening,neutral,happy_face,conflicted,restless,4,reason back normal,7,37,0,0,0,-3
785,not sure what changed ...,forest,8,7.0,4,3,morning,overwhelmed,tense_face,conflicted,mixed,3,not sure changed,5,25,1,0,1,-1
786,by the end got distracted again.,forest,25,8.0,4,5,evening,overwhelmed,tense_face,conflicted,focused,4,end got distracted,6,32,0,0,1,1
787,at first that helped a little.,forest,5,5.0,3,4,night,overwhelmed,happy_face,clear,calm,1,first helped little,6,30,0,1,1,1
788,still anxious a bit,forest,10,6.0,5,2,evening,restless,calm_face,clear,calm,2,still anxious bit,4,19,1,0,1,-3
789,at first kept thinking about work. later it changed still a bit off tbh.,mountain,8,4.0,4,5,night,overwhelmed,neutral_face,vague,focused,1,first kept thinking work later changed still bit tbh,14,72,0,0,1,1
790,it was fine,mountain,10,6.0,2,5,afternoon,overwhelmed,tired_face,vague,mixed,4,fine,3,11,1,0,1,3
791,For some reason honestly not much change.,cafe,25,4.0,3,4,evening,restless,neutral_face,vague,restless,5,reason honestly not much change,7,41,0,0,1,1
792,honestly breathing slowed down.,ocean,30,6.0,5,3,afternoon,restless,neutral_face,clear,neutral,5,honestly breathing slowed,4,31,1,0,1,-2
793,could focus for a while,rain,12,5.0,5,1,morning,mixed,calm_face,vague,focused,1,could focus,5,23,1,0,1,-4
794,honestly kept thinking about work.,cafe,30,6.0,5,1,afternoon,calm,none,conflicted,focused,2,honestly kept thinking work,5,34,1,0,0,-4
795,kinda calm now,ocean,20,6.0,4,4,morning,mixed,none,vague,focused,5,kinda calm,3,14,1,0,1,0
796,Honestly felt better after a bit.,mountain,18,7.0,2,3,evening,neutral,tense_face,clear,focused,2,honestly felt better bit,6,33,0,0,0,1
797,helped me plan my day,ocean,5,8.0,5,1,morning,focused,happy_face,vague,focused,2,helped plan day,5,21,1,0,0,-4
798,got distracted again,forest,5,7.0,4,3,night,neutral,none,clear,focused,1,got distracted,3,20,1,0,0,-1
799,kept thinking about work ...,ocean,12,4.0,4,3,afternoon,focused,tired_face,vague,neutral,4,kept thinking work,5,28,1,0,0,-1
800,"I guess felt lighter, not fully though.",forest,30,5.0,1,3,afternoon,neutral,calm_face,vague,restless,2,guess felt lighter not fully though,7,39,0,0,0,2
801,i guess mind was all over the place.,ocean,18,7.0,1,2,evening,focused,tense_face,vague,focused,3,guess mind place,8,36,0,0,0,1
802,i guess mind was all over teh place.,forest,8,6.0,1,4,night,neutral,neutral_face,vague,focused,3,guess mind teh place,8,36,0,0,0,3
803,Honestly not sure what changed. Then it shifted mind was all over teh place.,cafe,8,5.0,5,1,evening,focused,calm_face,clear,calm,2,honestly not sure changed shifted mind teh place,14,76,0,0,0,-4
804,By the end felt heavy.,rain,12,7.0,2,1,afternoon,mixed,tired_face,vague,neutral,1,end felt heavy,5,22,1,0,1,-1
805,could focus for a while,mountain,25,6.0,5,3,afternoon,restless,happy_face,conflicted,calm,2,could focus,5,23,1,0,1,-2
806,got distracted again,rain,10,6.0,5,2,morning,neutral,none,vague,overwhelmed,3,got distracted,3,20,1,0,0,-3
807,for some reason honestly not much change.,mountain,15,7.0,5,3,night,restless,calm_face,conflicted,calm,2,reason honestly not much change,7,41,0,0,1,-2
808,during the session that helped a little. later it changed got distracted again.,mountain,30,5.0,4,3,morning,restless,tense_face,vague,mixed,4,session helped little later changed got distracted,13,79,0,0,1,-1
809,During teh session that helped a little. Then it shifted breathing slowed down.,mountain,5,5.0,4,1,afternoon,restless,tired_face,vague,calm,4,teh session helped little shifted breathing slowed,13,79,0,0,1,-3
810,not sure what changed,mountain,20,6.0,1,2,night,focused,calm_face,clear,restless,3,not sure changed,4,21,1,0,0,1
811,kept thinking about work,forest,18,6.0,1,4,morning,restless,calm_face,vague,neutral,2,kept thinking work,4,24,1,0,1,3
812,at first okay session.,forest,12,6.0,1,2,night,neutral,neutral_face,conflicted,mixed,3,first okay session,4,22,1,0,0,1
813,for some reason still anxious a bit.,forest,12,7.0,3,4,morning,restless,none,vague,calm,2,reason still anxious bit,7,36,0,0,1,1
814,helped me plan my day,mountain,5,8.0,3,3,morning,mixed,tired_face,vague,mixed,4,helped plan day,5,21,1,0,1,0
815,For some reason honestly not much change.,cafe,25,4.0,3,4,afternoon,mixed,tense_face,clear,focused,1,reason honestly not much change,7,41,0,0,1,1
816,felt better after a bit,forest,30,6.0,5,3,night,calm,happy_face,vague,calm,3,felt better bit,5,23,1,0,0,-2
817,"some peace, some noise in head",ocean,18,8.0,3,3,morning,restless,none,conflicted,neutral,5,peace noise head,6,30,0,0,1,0
818,kinda calm now,rain,30,6.0,2,4,night,restless,neutral_face,vague,mixed,3,kinda calm,3,14,1,0,1,2
819,"I guess felt lighter, not fully though.",ocean,5,4.0,4,2,night,neutral,tired_face,vague,focused,2,guess felt lighter not fully though,7,39,0,0,0,-2
820,"felt lighter, not fully though",ocean,30,5.0,5,2,afternoon,mixed,tense_face,vague,neutral,5,felt lighter not fully though,5,30,1,0,1,-3
821,that helped a little,ocean,18,8.0,2,4,night,overwhelmed,neutral_face,conflicted,calm,2,helped little,4,20,1,0,1,2
822,still anxious a bit,forest,5,5.0,3,1,morning,neutral,happy_face,clear,calm,4,still anxious bit,4,19,1,0,0,-2
823,At first okay session.,mountain,8,5.0,3,4,morning,focused,none,conflicted,calm,3,first okay session,4,22,1,0,0,1
824,Honestly okay session.,rain,15,6.0,5,1,morning,mixed,neutral_face,conflicted,mixed,4,honestly okay session,3,22,1,0,1,-4
825,"At first some peace, some noise in head. After some time back to normal after.",cafe,12,5.0,2,3,afternoon,mixed,happy_face,vague,neutral,4,first peace noise head time back normal,15,78,0,0,1,1
826,it was fine,ocean,18,8.0,4,1,night,focused,none,clear,calm,3,fine,3,11,1,0,0,-3
827,not sure what changed,mountain,15,5.0,2,2,evening,restless,calm_face,conflicted,overwhelmed,1,not sure changed,4,21,1,0,1,0
828,For some reason okay session.,rain,10,6.0,3,2,afternoon,restless,none,conflicted,overwhelmed,1,reason okay session,5,29,1,0,1,-1
829,honestly felt heavy. then it shifted kinda calm now.,mountain,12,6.0,2,4,afternoon,overwhelmed,neutral_face,conflicted,mixed,5,honestly felt heavy shifted kinda calm,9,52,0,0,1,2
830,i guess kinda calm now.,mountain,12,4.0,5,1,afternoon,mixed,tense_face,vague,focused,3,guess kinda calm,5,23,1,0,1,-4
831,"during the session felt lighter, not fully though. after some time that helped a little.",mountain,12,4.0,1,5,afternoon,calm,none,vague,calm,3,session felt lighter not fully though time helped little,15,88,0,0,0,4
832,By the end felt better after a bit.,rain,8,7.0,1,2,night,mixed,none,vague,calm,1,end felt better bit,8,35,0,0,1,1
833,"By the end some peace, some noise in head.",ocean,25,6.0,4,1,night,neutral,none,conflicted,focused,4,end peace noise head,9,42,0,0,0,-3
834,Honestly okay session. After some time still a bit off tbh.,ocean,18,5.0,5,5,night,calm,none,clear,restless,3,honestly okay session time still bit tbh,11,59,0,0,0,0
835,At first honestly not much change.,mountain,20,5.0,2,4,night,mixed,calm_face,vague,mixed,5,first honestly not much change,6,34,0,0,1,2
836,At first still a bit off tbh.,ocean,15,6.0,5,2,morning,mixed,calm_face,vague,neutral,2,first still bit tbh,7,29,0,0,1,-3
837,i guess kinda calm now.,mountain,18,7.0,4,1,night,mixed,neutral_face,conflicted,neutral,4,guess kinda calm,5,23,1,0,1,-3
838,By the end kinda calm now.,cafe,10,5.0,2,4,afternoon,overwhelmed,tense_face,clear,overwhelmed,3,end kinda calm,6,26,0,0,1,2
839,i guess mind was all over the place.,forest,8,6.0,5,4,night,restless,none,conflicted,focused,1,guess mind place,8,36,0,0,1,-1
840,honestly not much change,rain,15,4.0,1,5,night,overwhelmed,neutral_face,vague,overwhelmed,5,honestly not much change,4,24,1,0,1,4
721,for a while i was steady but nothing major. cafe ambience weirdly helped.,ocean,12,4.0,4,4,morning,mixed,none,vague,neutral,2,steady nothing major cafe ambience weirdly helped,13,73,0,0,1,0
722,tired but okay,rain,18,8.0,1,5,morning,overwhelmed,happy_face,conflicted,focused,4,tired okay,3,14,1,1,1,4
723,somehow i felt itchy in my head. the rain helped a little.,cafe,25,7.0,2,2,afternoon,restless,none,clear,restless,3,somehow felt itchy head rain helped little,12,58,0,0,1,0
724,started off not bad but not clear either. ocean audio was nice.,forest,20,8.5,3,1,night,restless,calm_face,vague,mixed,1,started not bad not clear either ocean audio nice,12,63,0,0,1,-2
725,not gonna lie i felt not very different. my breathing slowed for a moment.,forest,10,5.0,2,1,afternoon,restless,tense_face,vague,neutral,4,not gonna lie felt not different breathing slowed moment,14,74,0,0,1,-1
726,"for a while i was surprisingly okay, but this was better than yesterday.",mountain,30,4.0,5,3,afternoon,neutral,none,vague,calm,5,surprisingly okay better yesterday,13,72,0,0,0,-2
727,kind of felt mentally flooded. then my mind wandered again.,ocean,25,3.5,5,5,evening,focused,tense_face,conflicted,overwhelmed,3,kind felt mentally flooded mind wandered,10,59,0,0,0,0
728,somehow i felt more organized mentally. cafe ambience weirdly helped. not sure why but it shifted.,forest,20,7.0,5,2,evening,overwhelmed,neutral_face,vague,focused,3,somehow felt organized mentally cafe ambience weirdly helped not sure shifted,16,98,0,0,1,-3
729,kind of felt clearer than earlier. i had to restart once. that part surprised me.,cafe,10,6.0,3,5,afternoon,calm,none,vague,focused,1,kind felt clearer earlier restart part surprised,15,81,0,0,0,2
730,"ended up heavy in the chest, but i couldn't tell if it was helping at first.",rain,18,7.0,5,4,evening,mixed,tense_face,clear,overwhelmed,3,ended heavy chest tell helping first,16,76,0,0,1,-1
731,lowkey felt pretty grounded. i stayed with it anyway.,mountain,15,5.0,2,4,night,restless,happy_face,clear,calm,5,lowkey felt pretty grounded stayed anyway,9,53,0,1,1,2
732,"i noticed i was drained and behind, but this was better than yesterday.",rain,30,5.0,4,1,night,overwhelmed,neutral_face,conflicted,overwhelmed,5,noticed drained behind better yesterday,13,71,0,0,1,-3
733,honestly i felt able to prioritize. cafe ambience weirdly helped.,ocean,10,3.5,5,4,afternoon,overwhelmed,calm_face,vague,focused,3,honestly felt able prioritize cafe ambience weirdly helped,10,65,0,0,1,-1
734,started off kind of jumpy. my breathing slowed for a moment.,rain,10,8.5,3,2,night,restless,none,clear,restless,2,started kind jumpy breathing slowed moment,11,60,0,0,1,-1
735,a little lighter,ocean,7,5.0,3,4,afternoon,mixed,neutral_face,conflicted,restless,4,little lighter,3,16,1,0,1,1
736,honestly i felt lighter than before. i couldn't tell if it was helping at first.,ocean,18,3.5,2,2,evening,restless,tired_face,conflicted,calm,4,honestly felt lighter tell helping first,15,80,0,0,1,0
737,kind of felt clear enough to plan. then my mind wandered again. after that i could continue.,forest,7,3.5,3,4,morning,restless,calm_face,vague,focused,3,kind felt clear enough plan mind wandered could continue,17,92,0,0,1,1
738,"lowkey felt kind of blank, but this was better than yesterday.",ocean,30,7.0,3,5,morning,restless,tense_face,vague,neutral,1,lowkey felt kind blank better yesterday,11,62,0,0,1,2
739,kind of felt itchy in my head. i had to restart once. ...,mountain,7,3.5,3,5,morning,calm,none,clear,restless,4,kind felt itchy head restart,13,57,0,0,0,2
740,"lowkey felt able to prioritize, but the rain helped a little.",forest,12,4.0,4,2,night,calm,happy_face,vague,focused,1,lowkey felt able prioritize rain helped little,11,61,0,0,0,-2
741,started off not bad but not clear either. i couldn't tell if it was helping at first. ...,ocean,30,5.0,5,1,afternoon,mixed,calm_face,clear,mixed,3,started not bad not clear either tell helping first,18,89,0,0,1,-4
742,today i was calmer on the surface but still busy underneath. it took time to click.,rain,10,8.0,3,5,afternoon,mixed,happy_face,clear,mixed,3,today calmer surface still busy underneath took time click,16,83,0,1,1,2
743,honestly i felt mentally flooded. it took time to click.,mountain,5,7.0,1,2,morning,restless,tense_face,vague,overwhelmed,5,honestly felt mentally flooded took time click,10,56,0,0,1,1
744,somehow i felt mostly the same. the rain helped a little.,mountain,30,8.0,2,3,morning,neutral,neutral_face,vague,neutral,2,somehow felt mostly rain helped little,11,57,0,0,0,1
745,kind of felt less tense. i couldn't tell if it was helping at first. not sure why but it shifted.,ocean,10,6.0,1,3,night,overwhelmed,happy_face,vague,calm,2,kind felt less tense tell helping first not sure shifted,20,97,0,0,1,2
746,"for a while i was more tired than i expected, but then my mind wandered again.",ocean,15,8.0,5,3,afternoon,restless,calm_face,conflicted,overwhelmed,2,tired expected mind wandered,16,78,0,0,1,-2
747,felt better,cafe,30,4.0,5,4,night,overwhelmed,none,vague,calm,5,felt better,2,11,1,0,1,-1
748,felt better,ocean,15,8.5,3,2,night,restless,none,vague,calm,3,felt better,2,11,1,0,1,-1
749,"by the end i was somewhat settled but still uneasy, but mountain visuals made it easier to pause.",forest,15,5.0,1,5,morning,unknown,calm_face,vague,mixed,3,end somewhat settled still uneasy mountain visuals made easier pause,18,97,0,0,0,4
750,mind racing,ocean,20,6.0,3,2,afternoon,overwhelmed,neutral_face,clear,neutral,5,mind racing,2,11,1,0,1,-1
751,more clear today,forest,12,8.0,3,3,afternoon,overwhelmed,tired_face,vague,mixed,4,clear today,3,16,1,0,1,0
